sample_id,species_common_name,species_scientific_name,species_height_max,species_k,age_years,pruning_count,soil_depth,soil_inclination,soil_quality,soil_coverage,annual_rainfall,altitude,avg_temperature,has_fertilization,has_irrigation,nearby_trees_count,avg_neighbor_distance,wire_context,wire_height,fibonacci_modifier,canopy_ratio,soil_modifier,climate_modifier,management_modifier,total_modifier,estimated_height,annual_growth_m,height_next_year,days_to_wire,risk_status,will_reach_wire
93,Angico,Anadenanthera colubrina,18.0,0.09,24.28,6,1.22,35.58,REGULAR,0.63,977.0,824.7,24.3,1,0,10,11.6,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0794,0.5522,0.9936,1.08,0.4027,10.53,0.266,10.8,0,CRITICAL,1
94,Bauhinia,Bauhinia,8.0,0.14,18.28,5,1.94,19.37,GOOD,0.09,304.4,511.0,28.2,1,1,7,14.2,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1216,1.0762,0.72,1.18,0.6363,6.43,0.134,6.56,0,CRITICAL,1
95,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,44.9,7,0.48,18.72,GOOD,0.1,575.6,202.0,26.8,1,1,5,2.6,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0119,0.3411,1.0151,1.18,0.2696,8.2,0.042,8.24,0,CRITICAL,1
96,Algaroba,Prosopis juliflora,12.0,0.18,38.29,1,1.45,7.4,BAD,0.22,560.4,512.7,30.1,1,0,2,12.1,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1919,0.6756,1.0121,1.08,0.6689,11.88,0.014,11.89,0,CRITICAL,1
97,Cenostigma,Cenostigma pyramidale,7.0,0.16,0.5,6,0.96,31.71,GOOD,0.25,1059.9,528.1,30.3,1,1,3,9.0,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1778,0.6026,1.08,1.18,0.5437,0.3,0.558,0.86,-1,NORMAL,0
98,Carnauba,Copernicia prunifera,15.0,0.08,43.48,5,1.31,27.51,BAD,0.1,601.6,171.8,31.5,0,0,5,3.4,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0344,0.5924,1.0203,1.0,0.4053,11.34,0.117,11.46,0,CRITICAL,1
99,Carnauba,Copernicia prunifera,14.0,0.11,0.5,2,1.28,19.04,REGULAR,0.57,896.4,899.9,27.6,0,0,5,15.4,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1497,0.6439,0.9929,1.0,0.5635,0.43,0.816,1.25,4080,NORMAL,1
100,Algaroba,Prosopis juliflora,12.0,0.18,22.07,3,1.69,43.37,BAD,0.59,635.6,644.9,26.7,0,0,4,2.0,URBAN_LOW_VOLTAGE,5.5,0.8301,1.04,0.4998,0.945,1.0,0.3638,9.17,0.179,9.35,0,CRITICAL,1
101,Croton,Croton blanchetianus,15.0,0.1,0.5,7,1.23,5.09,GOOD,0.24,762.3,688.8,26.6,1,0,10,13.9,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0794,0.8673,0.9683,1.08,0.6162,0.46,0.869,1.33,3690,NORMAL,1
102,Nim,Azadirachta indica,13.0,0.16,12.2,1,1.05,44.73,GOOD,0.19,975.4,777.7,28.0,0,0,3,14.8,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1778,0.6385,0.9936,1.0,0.5714,8.74,0.372,9.11,0,CRITICAL,1
103,Croton,Croton blanchetianus,5.0,0.25,24.48,5,1.96,13.17,BAD,0.24,771.4,867.2,22.5,0,1,7,3.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,0.9759,0.6818,0.9699,1.1,0.4755,4.73,0.03,4.76,-1,TO_PRUNE,0
104,Angico,Anadenanthera colubrina,18.0,0.09,20.61,1,0.98,33.74,BAD,0.84,1069.5,663.2,26.4,1,0,8,8.1,RURAL_DISTRIBUTION,7.0,0.9161,1.1075,0.2913,0.9936,1.08,0.2735,7.16,0.264,7.42,0,CRITICAL,1
105,Nim,Azadirachta indica,13.0,0.16,12.45,4,0.87,26.01,BAD,0.77,978.4,34.3,18.9,1,0,10,7.4,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0737,0.2797,1.08,1.08,0.2402,4.94,0.304,5.24,1170,UNDER_OBSERVATION,1
106,Bauhinia,Bauhinia,8.0,0.14,7.87,6,1.36,32.67,GOOD,0.39,588.0,542.4,27.2,0,1,1,17.8,URBAN_LOW_VOLTAGE,5.5,0.7202,1.2059,0.7942,1.0176,1.1,0.6367,4.03,0.339,4.37,5550,TO_PRUNE,1
107,Oiticica,Licania rigida,7.0,0.16,0.5,1,0.48,16.54,REGULAR,0.12,1099.1,137.2,27.2,0,1,5,13.4,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1497,0.3046,1.08,1.1,0.3222,0.18,0.343,0.52,-1,NORMAL,0
108,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,3,0.45,4.52,GOOD,0.53,622.3,263.7,22.2,1,0,10,16.0,URBAN_LOW_VOLTAGE,5.5,0.8301,1.0794,0.2749,1.0245,1.08,0.2383,0.15,0.3,0.45,15150,NORMAL,1
109,Oiticica,Licania rigida,15.0,0.1,33.78,4,1.4,35.27,GOOD,0.45,421.2,542.7,33.5,1,1,2,7.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1919,0.7837,0.9842,1.18,0.7037,13.61,0.094,13.7,0,CRITICAL,1
110,Combretaceae,Combretaceae sp.,7.0,0.16,0.67,7,1.92,34.67,GOOD,0.53,648.5,647.1,29.4,1,0,10,10.4,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0794,0.8136,0.9473,1.08,0.5655,0.41,0.57,0.98,-1,NORMAL,0
111,Catingueira,Caesalpinia pyramidalis,20.0,0.08,0.5,3,1.96,6.99,REGULAR,0.35,992.4,619.3,34.7,0,0,1,16.8,URBAN_LOW_VOLTAGE,5.5,0.8301,1.2059,0.8962,0.9936,1.0,0.735,0.58,1.109,1.69,2580,NORMAL,1
112,Algaroba,Prosopis juliflora,12.0,0.18,14.26,2,0.5,31.86,BAD,0.01,698.0,475.2,29.2,1,0,4,13.6,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1638,0.2306,1.0396,1.08,0.2295,5.34,0.27,5.61,390,UNDER_OBSERVATION,1
113,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,36.42,4,1.19,11.83,BAD,0.56,697.2,68.8,29.2,0,1,1,16.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.2059,0.4589,1.0394,1.1,0.4079,8.54,0.036,8.58,0,CRITICAL,1
114,Algaroba,Prosopis juliflora,12.0,0.18,0.5,0,0.72,21.23,REGULAR,0.83,923.9,217.6,21.7,1,0,8,12.6,URBAN_LOW_VOLTAGE,5.5,1.0,1.1075,0.3073,1.08,1.08,0.3423,0.36,0.696,1.06,5280,NORMAL,1
115,Algaroba,Prosopis juliflora,15.0,0.1,0.5,1,1.79,38.97,REGULAR,0.29,719.3,196.6,27.5,0,1,5,11.3,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1497,0.8047,1.0439,1.1,0.8227,0.6,1.137,1.74,2370,NORMAL,1
116,Oiticica,Licania rigida,15.0,0.1,33.09,8,1.59,11.03,GOOD,0.84,859.8,28.4,23.5,1,1,1,4.9,RURAL_DISTRIBUTION,7.0,0.72,1.1913,0.7493,1.072,1.18,0.6746,13.39,0.105,13.5,0,CRITICAL,1
117,Juazeiro,Ziziphus joazeiro,20.0,0.08,0.5,1,0.37,10.42,BAD,0.37,963.2,678.2,27.8,1,0,9,10.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.0934,0.1585,0.9936,1.08,0.1479,0.12,0.234,0.35,13680,NORMAL,1
118,Oiticica,Licania rigida,15.0,0.1,13.48,5,1.87,17.68,BAD,0.29,677.8,850.3,26.6,0,1,3,9.0,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1778,0.6536,0.9527,1.1,0.4878,7.23,0.37,7.6,0,CRITICAL,1
119,Catingueira,Caesalpinia pyramidalis,8.0,0.15,7.51,4,1.7,31.36,GOOD,0.19,850.8,645.8,31.0,0,1,4,15.0,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1638,0.9773,0.9845,1.1,0.8089,4.78,0.368,5.15,1650,UNDER_OBSERVATION,1
120,Geoffroea,Geoffroea spinosa,10.0,0.12,20.62,8,0.72,20.79,GOOD,0.11,575.2,372.5,21.8,0,0,1,4.8,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.1907,0.505,1.015,1.0,0.3647,5.94,0.174,6.11,330,UNDER_OBSERVATION,1
121,Catingueira,Caesalpinia pyramidalis,8.0,0.15,40.78,5,0.51,42.4,GOOD,0.15,849.3,367.6,24.9,0,1,4,8.9,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1638,0.3193,1.0699,1.1,0.2661,6.43,0.061,6.49,0,CRITICAL,1
122,Croton,Croton blanchetianus,5.0,0.25,11.44,4,1.15,39.73,REGULAR,0.05,608.0,195.5,31.2,0,1,5,9.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1497,0.6799,1.0216,1.1,0.5806,4.05,0.128,4.18,-1,NORMAL,0
123,Carnauba,Copernicia prunifera,13.0,0.16,0.82,4,0.61,14.35,GOOD,0.03,855.7,731.6,26.8,0,0,1,5.6,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1952,0.455,0.9854,1.0,0.3471,0.58,0.671,1.25,5010,NORMAL,1
124,Cenostigma,Cenostigma pyramidale,7.0,0.16,41.32,0,1.6,42.65,BAD,0.76,866.1,758.5,29.2,1,1,9,2.0,URBAN_MEDIUM_VOLTAGE,6.0,1.0,0.815,0.4539,0.9874,1.18,0.4432,6.63,0.025,6.66,0,CRITICAL,1
125,Croton,Croton blanchetianus,5.0,0.25,6.82,3,1.72,36.47,REGULAR,0.49,298.6,37.5,26.8,0,0,5,13.3,RURAL_DISTRIBUTION,7.0,0.8301,1.1497,0.7361,0.72,1.0,0.4276,2.59,0.244,2.83,-1,NORMAL,0
126,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,3.15,2,1.3,41.28,GOOD,0.76,658.2,285.6,24.8,1,1,10,6.7,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.0344,0.5944,1.0316,1.18,0.6074,2.86,0.702,3.56,4890,NORMAL,1
127,Apuleia,Apuleia leiocarpa,20.0,0.08,41.83,5,0.68,26.5,GOOD,0.34,819.5,176.4,29.5,0,0,9,6.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.058,0.4183,1.0639,1.0,0.3015,12.71,0.174,12.88,0,CRITICAL,1
128,Bauhinia,Bauhinia,8.0,0.14,25.67,7,0.54,33.54,GOOD,0.31,521.3,867.5,32.0,1,1,0,5.9,URBAN_LOW_VOLTAGE,5.5,0.7199,1.22,0.3267,0.9239,1.18,0.2564,4.82,0.112,4.93,8640,UNDER_OBSERVATION,1
129,Cenostigma,Cenostigma pyramidale,8.0,0.15,0.5,0,0.38,19.72,REGULAR,0.87,973.3,353.3,27.3,1,0,2,8.9,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1919,0.159,1.08,1.08,0.1834,0.11,0.214,0.32,-1,NORMAL,0
130,Carnauba,Copernicia prunifera,15.0,0.08,0.5,1,0.43,7.65,REGULAR,0.14,960.1,887.0,26.0,1,0,0,3.2,URBAN_LOW_VOLTAGE,5.5,0.9161,1.22,0.2805,0.9936,1.08,0.2757,0.16,0.324,0.48,10740,NORMAL,1
131,Piptadenia,Piptadenia moniliformis,18.0,0.09,1.43,8,0.75,12.67,GOOD,0.09,614.3,452.0,28.2,0,0,3,4.3,URBAN_LOW_VOLTAGE,5.5,0.72,1.1238,0.5489,1.0229,1.0,0.3887,0.88,0.589,1.47,4710,NORMAL,1
132,Craibeira,Tabebuia aurea,14.0,0.11,0.5,6,1.1,40.27,REGULAR,0.08,719.5,799.2,25.8,1,1,7,5.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.0546,0.6404,0.9604,1.18,0.4881,0.37,0.713,1.08,5460,NORMAL,1
133,Juazeiro,Ziziphus joazeiro,10.0,0.12,33.97,1,0.45,15.47,BAD,0.37,819.6,73.7,25.8,1,0,7,6.4,URBAN_LOW_VOLTAGE,5.5,0.9161,1.0782,0.1888,1.0639,1.08,0.1875,5.34,0.104,5.44,1260,UNDER_OBSERVATION,1
134,Algaroba,Prosopis juliflora,12.0,0.18,22.84,8,1.66,30.49,BAD,0.13,993.8,855.2,24.8,0,0,0,8.5,RURAL_DISTRIBUTION,7.0,0.72,1.22,0.666,0.9936,1.0,0.4765,10.31,0.139,10.45,0,CRITICAL,1
135,Geoffroea,Geoffroea spinosa,15.0,0.1,0.5,5,1.85,41.14,GOOD,0.08,745.3,773.8,28.2,0,1,1,8.3,URBAN_LOW_VOLTAGE,5.5,0.7244,1.2059,0.9819,0.9651,1.1,0.7509,0.55,1.045,1.59,3000,NORMAL,1
136,Cenostigma,Cenostigma pyramidale,7.0,0.16,43.44,1,1.87,25.32,GOOD,0.71,885.0,596.2,27.7,0,1,6,3.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.0141,0.7653,1.077,1.1,0.7621,6.96,0.005,6.96,0,CRITICAL,1
137,Algaroba,Prosopis juliflora,12.0,0.18,18.11,5,1.47,2.22,REGULAR,0.83,864.1,266.7,26.9,0,0,2,6.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1806,0.6781,1.0728,1.0,0.5186,9.79,0.197,9.99,0,CRITICAL,1
138,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,12.49,6,1.33,4.02,REGULAR,0.19,1150.5,688.4,27.1,1,1,2,14.4,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1919,0.8605,0.9936,1.18,0.7185,7.5,0.201,7.7,0,CRITICAL,1
139,Juazeiro,Ziziphus joazeiro,10.0,0.12,9.08,3,1.72,11.23,REGULAR,0.05,637.2,344.1,26.7,0,0,3,7.6,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1778,1.0111,1.0274,1.0,0.8477,6.03,0.384,6.41,0,CRITICAL,1
140,Croton,Croton blanchetianus,7.0,0.16,0.5,5,0.58,40.25,BAD,0.75,828.3,214.8,25.2,1,0,10,1.6,RURAL_DISTRIBUTION,7.0,0.7244,0.77,0.1771,1.0657,1.08,0.1211,0.07,0.133,0.2,-1,NORMAL,0
141,Croton,Croton blanchetianus,5.0,0.25,36.14,3,0.73,36.23,REGULAR,0.64,804.1,808.0,30.3,0,1,4,12.7,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1638,0.3275,0.976,1.1,0.2853,4.62,0.026,4.65,-1,TO_PRUNE,0
142,Algaroba,Prosopis juliflora,12.0,0.18,0.5,5,1.25,26.72,REGULAR,0.27,876.3,645.8,29.9,0,0,0,14.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.22,0.7094,0.9892,1.0,0.5083,0.54,1.002,1.54,4080,NORMAL,1
143,Bauhinia,Bauhinia,8.0,0.14,14.72,2,1.53,29.49,REGULAR,0.23,652.0,51.1,29.5,0,1,3,12.8,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.1778,0.8638,1.0304,1.1,0.8728,6.68,0.152,6.83,0,CRITICAL,1
144,Bauhinia,Bauhinia,8.0,0.14,16.45,4,1.74,37.83,BAD,0.16,250.0,691.4,21.9,1,0,3,7.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1761,0.6358,0.6624,1.08,0.3494,4.42,0.171,4.59,-1,TO_PRUNE,0
145,Sabiá,Mimosa caesalpiniifolia,20.0,0.08,0.5,4,1.09,5.3,GOOD,0.78,1240.6,82.7,31.0,1,1,6,2.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,0.9635,0.5742,1.08,1.18,0.5135,0.41,0.788,1.2,4260,NORMAL,1
146,Sabiá,Mimosa caesalpiniifolia,7.0,0.16,0.5,7,0.54,38.81,GOOD,0.7,687.9,175.6,22.1,0,0,7,14.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1216,0.259,1.0376,1.0,0.1858,0.1,0.202,0.3,-1,NORMAL,0
147,Bauhinia,Bauhinia,9.0,0.2,0.5,6,1.94,17.25,GOOD,0.48,711.4,23.6,28.6,1,1,2,3.2,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1435,0.901,1.0423,1.18,0.7737,0.67,1.194,1.86,3420,NORMAL,1
148,Geoffroea,Geoffroea spinosa,13.0,0.16,0.5,4,1.08,23.41,BAD,0.3,250.0,336.1,30.6,0,0,2,5.0,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1638,0.4535,0.72,1.0,0.2496,0.26,0.499,0.76,7260,NORMAL,1
149,Catingueira,Caesalpinia pyramidalis,8.0,0.15,16.81,0,0.94,28.81,BAD,0.56,735.5,115.1,23.4,0,1,7,13.1,URBAN_LOW_VOLTAGE,5.5,1.0,1.1216,0.3374,1.0471,1.1,0.3733,4.88,0.17,5.05,5190,UNDER_OBSERVATION,1
150,Algaroba,Prosopis juliflora,12.0,0.18,13.9,1,1.43,12.15,BAD,0.63,411.5,470.2,27.8,0,1,3,11.5,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1778,0.5296,0.9823,1.1,0.5154,8.7,0.292,8.99,0,CRITICAL,1
151,Oiticica,Licania rigida,15.0,0.1,16.43,6,0.8,1.77,REGULAR,0.82,830.6,226.4,22.3,1,0,1,14.4,URBAN_LOW_VOLTAGE,5.5,0.7202,1.2059,0.372,1.0661,1.08,0.3067,5.94,0.274,6.21,0,CRITICAL,1
152,Apuleia,Apuleia leiocarpa,20.0,0.08,11.89,3,1.08,43.98,REGULAR,0.42,525.3,54.7,21.6,1,1,1,3.1,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1812,0.5267,1.0051,1.18,0.5105,7.69,0.493,8.18,0,CRITICAL,1
153,Bauhinia,Bauhinia,10.0,0.12,0.5,5,0.91,19.7,BAD,0.24,833.8,321.6,23.7,1,1,6,12.9,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1356,0.3994,1.0668,1.18,0.3519,0.21,0.405,0.61,11040,NORMAL,1
154,Catingueira,Caesalpinia pyramidalis,8.0,0.14,0.5,0,1.97,38.0,GOOD,0.37,865.3,617.0,24.4,1,0,10,16.0,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.0794,0.8707,0.9872,1.08,0.8761,0.48,0.868,1.35,5490,NORMAL,1
155,Nim,Azadirachta indica,13.0,0.16,41.46,1,1.81,19.83,GOOD,0.24,473.5,616.6,30.3,0,1,8,10.1,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1075,1.0038,0.9151,1.1,0.884,12.96,0.005,12.97,0,CRITICAL,1
156,Nim,Azadirachta indica,8.0,0.15,0.5,6,0.55,37.19,BAD,0.05,761.3,767.0,22.7,0,1,4,2.3,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0467,0.2434,0.9681,1.1,0.1737,0.1,0.203,0.3,34110,NORMAL,1
157,Angico,Anadenanthera colubrina,18.0,0.09,36.86,1,1.08,36.06,REGULAR,0.08,699.2,883.0,26.5,0,0,9,17.4,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.0934,0.641,0.9567,1.0,0.5334,14.93,0.144,15.07,0,CRITICAL,1
158,Carnauba,Copernicia prunifera,15.0,0.08,9.7,7,1.92,16.35,GOOD,0.73,885.7,695.3,28.8,1,1,1,3.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1812,0.7854,0.991,1.18,0.6509,5.95,0.459,6.41,90,TO_PRUNE,1
159,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,4,1.23,16.83,GOOD,0.04,559.2,650.8,28.3,0,0,1,16.8,URBAN_LOW_VOLTAGE,5.5,0.7819,1.2059,0.9041,0.9309,1.0,0.6544,0.38,0.689,1.07,-1,NORMAL,0
160,Cenostigma,Cenostigma pyramidale,7.0,0.16,8.98,5,0.48,18.65,BAD,0.75,840.4,416.4,23.2,0,1,9,9.5,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0934,0.1612,1.0681,1.1,0.1303,1.2,0.12,1.32,-1,NORMAL,0
161,Juazeiro,Ziziphus joazeiro,10.0,0.12,31.29,2,1.54,5.78,REGULAR,0.59,756.4,795.6,25.9,0,1,6,17.4,RURAL_DISTRIBUTION,7.0,0.9068,1.1356,0.7941,0.9672,1.1,0.7403,9.38,0.053,9.43,0,CRITICAL,1
162,Juazeiro,Ziziphus joazeiro,10.0,0.12,6.65,8,0.81,31.57,REGULAR,0.64,413.3,275.7,24.6,0,1,1,14.1,URBAN_LOW_VOLTAGE,5.5,0.72,1.2059,0.3711,0.9827,1.1,0.2872,2.05,0.269,2.32,10500,NORMAL,1
163,Bauhinia,Bauhinia,8.0,0.14,32.1,8,0.79,38.13,GOOD,0.47,776.7,680.2,24.6,1,0,0,12.9,URBAN_LOW_VOLTAGE,5.5,0.72,1.22,0.432,0.9709,1.08,0.3261,6.15,0.083,6.23,0,CRITICAL,1
164,Algaroba,Prosopis juliflora,12.0,0.18,16.46,7,0.47,39.06,BAD,0.51,418.5,362.2,27.3,1,0,6,7.9,RURAL_DISTRIBUTION,7.0,0.7199,1.1356,0.1656,0.9837,1.08,0.1224,3.65,0.182,3.83,16080,NORMAL,1
165,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,43.48,0,0.32,11.31,BAD,0.78,933.2,218.5,29.4,1,0,3,6.4,URBAN_LOW_VOLTAGE,5.5,1.0,1.1592,0.1087,1.08,1.08,0.1237,5.93,0.075,6.0,0,CRITICAL,1
166,Juazeiro,Ziziphus joazeiro,10.0,0.12,43.33,8,0.5,1.83,REGULAR,0.5,379.6,244.4,24.0,0,0,2,16.8,URBAN_LOW_VOLTAGE,5.5,0.72,1.1919,0.2801,0.9759,1.0,0.1946,6.36,0.084,6.44,0,CRITICAL,1
167,Bauhinia,Bauhinia,8.0,0.14,27.89,4,1.13,25.77,REGULAR,0.07,857.6,862.1,27.5,0,1,8,10.4,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1075,0.7049,0.9858,1.1,0.5708,7.14,0.066,7.21,0,CRITICAL,1
168,Bauhinia,Bauhinia,15.0,0.08,0.5,5,0.8,42.76,BAD,0.48,809.8,816.0,28.5,0,1,6,16.6,RURAL_DISTRIBUTION,7.0,0.7244,1.1356,0.2815,0.977,1.1,0.2118,0.13,0.25,0.38,20460,NORMAL,1
169,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.78,8,1.7,16.87,BAD,0.4,472.1,854.4,27.2,0,0,10,11.9,URBAN_LOW_VOLTAGE,5.5,0.72,1.0794,0.6213,0.9149,1.0,0.3862,0.35,0.42,0.77,-1,NORMAL,0
170,Geoffroea,Geoffroea spinosa,10.0,0.12,5.12,8,1.71,39.54,BAD,0.7,805.1,424.1,26.1,0,0,4,10.7,URBAN_LOW_VOLTAGE,5.5,0.72,1.1638,0.4775,1.061,1.0,0.3566,1.97,0.336,2.31,8580,NORMAL,1
171,Angico,Anadenanthera colubrina,14.0,0.11,0.5,6,1.04,0.76,BAD,0.11,596.9,275.1,29.4,1,1,6,8.0,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1356,0.5228,1.0194,1.18,0.4377,0.33,0.643,0.97,6120,NORMAL,1
172,Carnauba,Copernicia prunifera,15.0,0.08,10.28,6,1.65,38.23,REGULAR,0.86,302.7,824.5,32.6,1,0,8,15.9,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1075,0.5873,0.6624,1.08,0.289,3.17,0.27,3.44,5310,NORMAL,1
173,Carnauba,Copernicia prunifera,13.0,0.16,0.5,1,0.82,33.67,BAD,0.31,611.1,471.0,24.8,1,0,1,4.5,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1891,0.3276,1.0222,1.08,0.3272,0.34,0.646,0.99,6330,NORMAL,1
174,Geoffroea,Geoffroea spinosa,10.0,0.12,33.92,8,1.08,24.73,REGULAR,0.6,588.1,530.9,30.6,0,0,4,11.7,RURAL_DISTRIBUTION,7.0,0.72,1.1638,0.5215,1.0176,1.0,0.3735,7.81,0.096,7.91,0,CRITICAL,1
175,Sabiá,Mimosa caesalpiniifolia,14.0,0.11,0.5,4,1.48,6.86,BAD,0.33,584.3,24.3,25.3,1,1,5,3.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.0428,0.6559,1.0169,1.18,0.5718,0.43,0.827,1.26,4620,NORMAL,1
176,Nim,Azadirachta indica,13.0,0.16,20.32,4,1.13,4.9,BAD,0.55,418.9,251.6,27.0,1,0,0,10.6,URBAN_LOW_VOLTAGE,5.5,0.7819,1.22,0.4506,0.9838,1.08,0.3743,9.15,0.224,9.37,0,CRITICAL,1
177,Nim,Azadirachta indica,13.0,0.16,29.6,2,0.92,10.05,BAD,0.66,559.3,469.2,25.9,0,0,8,3.8,URBAN_LOW_VOLTAGE,5.5,0.9068,0.941,0.3378,1.0119,1.0,0.2754,9.47,0.152,9.62,0,CRITICAL,1
178,Croton,Croton blanchetianus,5.0,0.25,29.84,2,1.55,21.76,REGULAR,0.04,822.6,252.6,22.9,1,1,7,16.6,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.1216,0.972,1.0645,1.18,1.0635,5.0,0.0,5.0,-1,TO_PRUNE,0
179,Catingueira,Caesalpinia pyramidalis,7.0,0.16,0.5,8,1.38,12.31,BAD,0.24,719.3,595.2,25.0,0,1,6,17.5,URBAN_LOW_VOLTAGE,5.5,0.72,1.1356,0.6245,1.0439,1.1,0.4989,0.27,0.516,0.79,-1,NORMAL,0
180,Nim,Azadirachta indica,12.0,0.18,0.5,0,1.15,6.25,GOOD,0.21,707.3,152.2,22.6,0,0,6,14.9,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1356,0.8185,1.0415,1.0,0.8237,0.86,1.535,2.4,2070,NORMAL,1
181,Nim,Azadirachta indica,13.0,0.16,21.82,2,1.4,18.49,GOOD,0.04,731.6,574.0,23.9,0,1,9,17.5,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.0934,1.022,1.0463,1.1,1.0127,12.62,0.057,12.68,0,CRITICAL,1
182,Piptadenia,Piptadenia moniliformis,7.0,0.18,29.95,4,1.91,9.75,BAD,0.89,859.5,750.7,29.5,0,1,2,13.4,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1919,0.4815,0.9861,1.1,0.4038,6.21,0.055,6.26,0,CRITICAL,1
183,Croton,Croton blanchetianus,5.0,0.25,3.56,6,0.96,4.89,GOOD,0.47,998.2,176.1,32.2,0,0,7,12.4,RURAL_DISTRIBUTION,7.0,0.7202,1.1216,0.6047,1.08,1.0,0.4518,1.66,0.357,2.02,-1,NORMAL,0
184,Algaroba,Prosopis juliflora,12.0,0.18,40.42,6,1.19,16.67,GOOD,0.63,284.4,444.3,29.1,0,1,2,5.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7202,1.1716,0.6547,0.72,1.1,0.3662,11.16,0.054,11.21,0,CRITICAL,1
185,Catingueira,Caesalpinia pyramidalis,8.0,0.15,13.11,8,0.99,8.51,BAD,0.67,711.4,200.8,29.6,0,0,6,12.3,URBAN_LOW_VOLTAGE,5.5,0.72,1.1356,0.3636,1.0423,1.0,0.2637,3.24,0.185,3.43,15570,NORMAL,1
186,Angico,Anadenanthera colubrina,18.0,0.09,25.63,4,1.99,17.89,GOOD,0.37,897.5,345.8,27.4,1,1,6,13.6,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1356,0.9506,1.0795,1.18,0.9149,15.82,0.172,15.99,0,CRITICAL,1
