species,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,locality,municipality,year,month,day,basisOfRecord,occurrenceStatus,taxonRank,kingdom,phylum,class,order,gbifID,license
Dasyphyllum sprengelianum,Dasyphyllum sprengelianum (Gardner) Cabrera,Asteraceae,Dasyphyllum,-7.385474,-39.359438,Ceará,,,2026,1,14,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6131105274,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Epiphyllum phyllanthus,Epiphyllum phyllanthus (L.) Haw.,Cactaceae,Epiphyllum,-4.303533,-39.030158,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6131107017,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mussaenda erythrophylla,Mussaenda erythrophylla Schumach. & Thonn.,Rubiaceae,Mussaenda,-3.567924,-41.089653,Ceará,,,2026,1,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6131120315,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Caryocar brasiliense,Caryocar brasiliense A.St.-Hil.,Caryocaraceae,Caryocar,-7.36424,-39.330523,Ceará,,,2026,1,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6131125644,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sesuvium portulacastrum,Sesuvium portulacastrum (L.) L.,Aizoaceae,Sesuvium,-4.68868,-37.358112,Ceará,,,2026,1,7,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6131126688,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Crotalaria pallida,Crotalaria pallida Aiton,Fabaceae,Crotalaria,-3.806367,-38.510084,Ceará,,,2026,1,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6131150053,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Magonia pubescens,Magonia pubescens A.St.-Hil.,Sapindaceae,Magonia,-7.364538,-39.32989,Ceará,,,2026,1,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,6131151382,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cuspidaria argentea,Cuspidaria argentea (Wawra) Sandwith,Bignoniaceae,Cuspidaria,-7.274967,-39.281143,Ceará,,,2026,1,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6131155110,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tillandsia recurvata,Tillandsia recurvata (L.) L.,Bromeliaceae,Tillandsia,-7.275299,-39.453703,Ceará,,,2026,1,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6131201573,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Avicennia schaueriana,Avicennia schaueriana Stapf & Leechm. ex Moldenke,Acanthaceae,Avicennia,-4.688176,-37.358116,Ceará,,,2026,1,7,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6131229805,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Calophyllum inophyllum,Calophyllum inophyllum L.,Calophyllaceae,Calophyllum,-3.812262,-38.478955,Ceará,,,2026,1,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6131263966,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Annona coriacea,Annona coriacea Mart.,Annonaceae,Annona,-7.363984,-39.330437,Ceará,,,2026,1,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,6131265114,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Heliconia psittacorum,Heliconia psittacorum L.f.,Heliconiaceae,Heliconia,-3.730903,-40.992751,Ceará,,,2026,1,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,6131277501,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Heliconia psittacorum,Heliconia psittacorum L.f.,Heliconiaceae,Heliconia,-7.333228,-39.411774,Ceará,,,2026,1,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,6131278458,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Miconia ibaguensis,Miconia ibaguensis (Humb. & Bonpl.) Triana,Melastomataceae,Miconia,-7.365442,-39.329397,Ceará,,,2026,1,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6131301928,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Guzmania monostachia,Guzmania monostachia (L.) Rusby ex Mez,Bromeliaceae,Guzmania,-4.213612,-38.811257,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6131308961,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Plumeria rubra,Plumeria rubra L.,Apocynaceae,Plumeria,-3.84591,-41.02349,Ceará,,,2026,1,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6131316871,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cereus jamacaru,Cereus jamacaru DC.,Cactaceae,Cereus,-4.303533,-39.030158,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6131318544,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora silvestris,Passiflora silvestris Vell.,Passifloraceae,Passiflora,-7.275395,-39.45381,Ceará,,,2026,1,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6131326130,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aechmea bromeliifolia,Aechmea bromeliifolia (Rudge) Baker ex Benth. & Hook.f.,Bromeliaceae,Aechmea,-4.303627,-39.030192,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6131335016,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paullinia pinnata,Paullinia pinnata L.,Sapindaceae,Paullinia,-3.658242,-39.599267,Ceará,,,2026,1,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,6131360219,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Calotropis procera,Calotropis procera (Aiton) W.T.Aiton,Apocynaceae,Calotropis,-4.305673,-39.028237,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6131386720,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cordiera rigida,Cordiera rigida (K.Schum.) Kuntze,Rubiaceae,Cordiera,-7.385283,-39.359803,Ceará,,,2026,1,14,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6131386832,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hippeastrum stylosum,Hippeastrum stylosum Herb.,Amaryllidaceae,Hippeastrum,-4.304575,-39.028675,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,6131399998,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Crotalaria retusa,Crotalaria retusa L.,Fabaceae,Crotalaria,-3.806367,-38.510084,Ceará,,,2026,1,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6131418622,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tamarindus indica,Tamarindus indica L.,Fabaceae,Tamarindus,-4.765429,-39.480911,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6131498593,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Acalypha wilkesiana,Acalypha wilkesiana Müll.Arg.,Euphorbiaceae,Acalypha,-3.56475,-41.095383,Ceará,,,2026,1,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6131504622,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Halodule wrightii,Halodule wrightii Asch.,Cymodoceaceae,Halodule,-4.743005,-37.284034,Ceará,,,2026,1,6,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,6131525124,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora subrotunda,Passiflora subrotunda Mast.,Passifloraceae,Passiflora,-2.879941,-40.957836,Ceará,,,2026,1,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6131542087,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Duranta erecta,Duranta erecta L.,Verbenaceae,Duranta,-3.904297,-38.451537,Ceará,,,2026,1,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6131569595,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cybianthus detergens,Cybianthus detergens Mart.,Primulaceae,Cybianthus,-7.275448,-39.453724,Ceará,,,2026,1,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,6131576387,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Nymphaea pulchella,Nymphaea pulchella DC.,Nymphaeaceae,Nymphaea,-6.247029,-39.080318,Ceará,,,2026,1,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,6131587362,http://creativecommons.org/licenses/by/4.0/legalcode
Begonia hirtella,Begonia hirtella Link,Begoniaceae,Begonia,-7.333164,-39.411688,Ceará,,,2026,1,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,6131597289,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Byrsonima sericea,Byrsonima sericea DC.,Malpighiaceae,Byrsonima,-7.356354,-39.359935,Ceará,,,2026,1,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6131603314,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aloe vera,Aloe vera (L.) Burm.f.,Asphodelaceae,Aloe,-4.765469,-39.480949,Ceará,,,2026,1,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,6131610673,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Caulerpa prolifera,Caulerpa prolifera (Forssk.) J.V.Lamour.,Caulerpaceae,Caulerpa,-4.629058,-37.506532,Ceará,,,2026,1,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,6131624248,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sphenoclea zeylanica,Sphenoclea zeylanica Gaertn.,Sphenocleaceae,Sphenoclea,-3.831311,-38.469916,Ceará,,,2026,1,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6131637593,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilosocereus pachycladus,Pilosocereus pachycladus subsp. pernambucoensis (F.Ritter) Zappi,Cactaceae,Pilosocereus,-3.866733,-41.11798,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133041215,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cassytha filiformis,Cassytha filiformis L.,Lauraceae,Cassytha,-3.818242,-38.407847,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Laurales,6133056787,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Solanum paniculatum,Solanum paniculatum L.,Solanaceae,Solanum,-3.747462,-38.578052,Ceará,,,2026,1,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6133065280,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Moquilea tomentosa,Moquilea tomentosa Benth.,Chrysobalanaceae,Moquilea,-3.832195,-38.47012,Ceará,,,2026,1,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6133093811,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tamarindus indica,Tamarindus indica L.,Fabaceae,Tamarindus,-3.738739,-38.5717,Ceará,,,2026,1,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6133109194,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Macropsychanthus bicolor,Macropsychanthus bicolor (Hoffmanns. ex Benth.) L.P.Queiroz & Snak,Fabaceae,Macropsychanthus,-7.386134,-39.358376,Ceará,,,2026,1,14,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6133181716,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Solanum paniculatum,Solanum paniculatum L.,Solanaceae,Solanum,-3.743969,-38.578019,Ceará,,,2026,1,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6133181740,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Rhizophora mangle,Rhizophora mangle L.,Rhizophoraceae,Rhizophora,-3.820958,-38.404552,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6133192861,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Xiquexique gounellei,Xiquexique gounellei (F.A.C.Weber ex K.Schum.) Lavor & Calvente,Cactaceae,Xiquexique,-5.408602,-38.008636,Ceará,,,2026,1,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133192941,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Anthurium andraeanum,Anthurium andraeanum Linden ex André,Araceae,Anthurium,-3.853211,-40.919593,Ceará,,,2026,1,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,6133205406,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cochlospermum vitifolium,Cochlospermum vitifolium (Willd.) Spreng.,Cochlospermaceae,Cochlospermum,-3.808313,-38.440063,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6133233219,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Conocarpus erectus,Conocarpus erectus L.,Combretaceae,Conocarpus,-3.816418,-38.409462,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6133245610,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bredemeyera brevifolia,Bredemeyera brevifolia (Benth.) Klotzsch ex A.W.Benn.,Polygalaceae,Bredemeyera,-7.386144,-39.358333,Ceará,,,2026,1,14,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6133276479,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ipomoea carnea,Ipomoea carnea subsp. fistulosa (Mart. ex Choisy) D.F.Austin,Convolvulaceae,Ipomoea,-3.806555,-38.441733,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6133282552,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ipomoea quamoclit,Ipomoea quamoclit L.,Convolvulaceae,Ipomoea,-3.884972,-38.484405,Ceará,,,2026,1,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6133314230,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Talinum fruticosum,Talinum fruticosum (L.) Juss.,Talinaceae,Talinum,-3.835641,-38.501062,Ceará,,,2026,1,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133320372,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora subrotunda,Passiflora subrotunda Mast.,Passifloraceae,Passiflora,-3.54518,-38.838393,Ceará,,,2026,1,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6133323570,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Citrullus lanatus,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,Citrullus,-6.367242,-39.29952,Ceará,,,2026,1,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,6133341070,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cereus jamacaru,Cereus jamacaru DC.,Cactaceae,Cereus,-5.413135,-38.010484,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133349651,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Melochia betonicifolia,Melochia betonicifolia A.St.-Hil.,Malvaceae,Melochia,-3.808487,-38.439925,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6133370109,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Euploca polyphylla,Euploca polyphylla (Lehm.) J.I.M.Melo & Semir,Heliotropiaceae,Euploca,-3.884895,-38.484272,Ceará,,,2026,1,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,6133372774,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Euploca polyphylla,Euploca polyphylla (Lehm.) J.I.M.Melo & Semir,Heliotropiaceae,Euploca,-3.745383,-38.578194,Ceará,,,2026,1,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,6133383496,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilosocereus catingicola,Pilosocereus catingicola subsp. salvadorensis (Werderm.) Zappi,Cactaceae,Pilosocereus,-3.820167,-38.404668,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133392518,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cuspidaria cratensis,Cuspidaria cratensis (J.C.Gomes) A.H.Gentry ex L.G.Lohmann,Bignoniaceae,Cuspidaria,-6.680432,-38.95783,Ceará,,,2026,1,2,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6133406843,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Xiquexique gounellei,Xiquexique gounellei subsp. gounellei,Cactaceae,Xiquexique,-3.87188,-41.119217,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133410289,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Opuntia dillenii,Opuntia dillenii (Ker Gawl.) Haw.,Cactaceae,Opuntia,-3.815738,-38.409352,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133414256,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Adiantum deflectens,Adiantum deflectens Mart.,Pteridaceae,Adiantum,-3.871425,-41.119083,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,6133443517,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ricinus communis,Ricinus communis L.,Euphorbiaceae,Ricinus,-3.744031,-38.578189,Ceará,,,2026,1,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6133477223,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Caulerpa sertularioides,Caulerpa sertularioides (S.G.Gmel.) M.Howe,Caulerpaceae,Caulerpa,-3.686347,-38.632502,Ceará,,,2026,1,30,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,6133478558,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Tacinga inamoena,Tacinga inamoena (K.Schum.) N.P.Taylor & Stuppy,Cactaceae,Tacinga,-3.868058,-41.116814,Ceará,,,2026,1,31,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6133487410,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Stachytarpheta cearensis,Stachytarpheta cearensis Moldenke,Verbenaceae,Stachytarpheta,-7.375398,-39.374973,Ceará,,,2026,1,14,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6133546111,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Calotropis procera,Calotropis procera (Aiton) W.T.Aiton,Apocynaceae,Calotropis,-3.744039,-38.578194,Ceará,,,2026,1,27,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6133589516,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cordiera rigida,Cordiera rigida (K.Schum.) Kuntze,Rubiaceae,Cordiera,-7.274682,-39.454336,Ceará,,,2026,1,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6147226724,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aechmea aquilega,Aechmea aquilega (Salisb.) Griseb.,Bromeliaceae,Aechmea,-3.663779,-39.637577,Ceará,,,2026,1,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6147231577,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Plumeria pudica,Plumeria pudica Jacq.,Apocynaceae,Plumeria,-3.686771,-39.585078,Ceará,,,2026,1,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6147232900,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Richardia grandiflora,Richardia grandiflora (Cham. & Schltdl.) Steud.,Rubiaceae,Richardia,-3.884953,-38.484403,Ceará,,,2026,1,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6147267646,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aechmea aquilega,Aechmea aquilega (Salisb.) Griseb.,Bromeliaceae,Aechmea,-3.663659,-39.63747,Ceará,,,2026,1,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6147311192,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hippeastrum stylosum,Hippeastrum stylosum Herb.,Amaryllidaceae,Hippeastrum,-3.66535,-39.635261,Ceará,,,2026,1,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,6147331192,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hippeastrum stylosum,Hippeastrum stylosum Herb.,Amaryllidaceae,Hippeastrum,-3.677652,-39.62447,Ceará,,,2026,1,24,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,6147334106,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Manihot carthagenensis,Manihot carthagenensis (Jacq.) Müll.Arg.,Euphorbiaceae,Manihot,-4.661835,-37.449783,Ceará,,,2026,1,2,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6147337293,http://creativecommons.org/licenses/by/4.0/legalcode
Tocoyena formosa,Tocoyena formosa (Cham. & Schltdl.) K.Schum.,Rubiaceae,Tocoyena,-7.275437,-39.453595,Ceará,,,2026,1,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6147344648,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilosocereus piauhyensis,Pilosocereus chrysostele subsp. cearensis P.J.Braun & Esteves,Cactaceae,Pilosocereus,-3.692708,-39.669929,Ceará,,,2026,1,24,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6147365830,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sterculia striata,Sterculia striata A.St.-Hil. & Naudin,Malvaceae,Sterculia,-3.74457,-38.486732,Ceará,,,2026,1,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6147445598,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chrysobalanus icaco,Chrysobalanus icaco L.,Chrysobalanaceae,Chrysobalanus,-3.941401,-38.282289,Ceará,,,2026,1,1,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6147498498,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Solanum americanum,Solanum americanum Mill.,Solanaceae,Solanum,-3.751845,-38.484387,Ceará,,,2026,1,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6147526313,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Richardia grandiflora,Richardia grandiflora (Cham. & Schltdl.) Steud.,Rubiaceae,Richardia,-3.745217,-38.578277,Ceará,,,2026,1,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6147534874,http://creativecommons.org/licenses/by-nc/4.0/legalcode
